*Product Code,*Product Description,Notes,Barcode,Unit of Measure,Min Stock Alert Level,Max Stock Alert Level,Label Template,SO Label Template,PO Label Template,SO Label Quantity,PO Label Quantity,Supplier Code,Supplier Name,Supplier Product Code,Default Purchase Price,Minimum Order Quantity,Minimum Sale Quantity,Default Sell Price,Minimum Sell Price,Sell Price Tier 1,Sell Price Tier 2,Sell Price Tier 3,Sell Price Tier 4,Sell Price Tier 5,Sell Price Tier 6,Sell Price Tier 7,Sell Price Tier 8,Sell Price Tier 9,Sell Price Tier 10,Pack Size,Weight,Width,Height,Depth,Reminder,Last Cost,Nominal Cost,Comments,Copy Comments for Sales,Copy Comments for Purchases,Never Diminishing,Product Group,Product Sub Group,Product Brand,Sales Account,COGS Account,Purchase Account,Purchase Tax Type,Purchase Tax Rate,Sales Tax Type,Sale Tax Rate,IsAssembledProduct,IsComponent,IsObsoleted,Is Sellable,Is Purchasable,Default Purchasing Unit of Measure,Is Batch Tracked
9KDR713YSIZEM,9k YG Wriggling Snake Ring Size M,<p>9k Yellow Gold Wriggling Snake Ring. Available in various sizes - DR713 | DR713<p>,9KDR713YSIZEM,Each,,,,,,Order Quantity,Order Quantity,INAHCO9K,Inah Co Ltd - 9k CZ Huggies,JR7501 YG,79.3560,,,298.1600,250.4500,834.8400,,298.1600,283.2500,268.3400,,,,,298.1600,,1.610,,555.000,,,126.6520,,,False,False,No,Rings (No Stones),,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDR714-1SIZEI,9k YG Oval Signet Ring 4.3mm x 12.7mm. Size I,"9k Yellow Gold Oval Signet Ring, 4.3mm x 12.7mm. Available in various sizes - DR714-1 | DR714Y",9KDR714-1SIZEI,Each,,,,,,Order Quantity,Order Quantity,INAHCO9K,Inah Co Ltd - 9k CZ Huggies,JR8333 YG,57.9660,,,242.2400,203.4800,678.2600,,242.2400,230.1200,218.0100,,,,,242.2400,,1.200,,555.000,,,92.5140,,,False,False,No,Rings (No Stones),,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDR714-1SIZEM,9k YG Oval Signet Ring 4.3mm x 12.7mm. Size M,"9k Yellow Gold Oval Signet Ring, 4.3mm x 12.7mm. Available in various sizes - DR714-1 | DR714Y",9KDR714-1SIZEM,Each,,,,,,Order Quantity,Order Quantity,INAHCO9K,Inah Co Ltd - 9k CZ Huggies,JR8333YG,76.0460,,,223.7000,187.9100,626.3700,,223.7000,212.5200,201.3300,,,,,223.7000,,1.260,,555.000,20.000,,118.8380,9.210,,False,False,No,Rings (No Stones),,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDR714YSIZEK,9k YG CZ Oval Signet Ring. 10 x 4mm. Size K,9k Yellow Gold CZ Oval Signet Ring. Available in various sizes - DR714 | DR714Y,9KDR714YSIZEK,Each,,,,,,Order Quantity,Order Quantity,INAHCO9K,Inah Co Ltd - 9k CZ Huggies,JR7535-CZ YG,56.5710,,,243.6900,204.7000,682.3400,,243.6900,231.5100,219.3300,,,,,243.6900,,1.400,,1.000,,,101.0052,,,False,False,No,Cubic Zirconia Rings,,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDR714YSIZEM,9k YG CZ Oval Signet Ring. 10 x 4mm. Size M,9k Yellow Gold CZ Oval Signet Ring. Available in various sizes - DR714 | DR714Y,9KDR714YSIZEM,Each,,,,,,Order Quantity,Order Quantity,INAHCO9K,Inah Co Ltd - 9k CZ Huggies,JR7535-CZ_YG,75.0430,,,243.6900,204.7000,682.3400,,243.6900,231.5100,219.3300,,,,,243.6900,,1.430,,1.000,20.000,,126.5160,8.040,,False,False,No,Cubic Zirconia Rings,,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDR715-1SIZEL,9k YG Diamond Shape Signet Ring 7.6mm x 12mm. Size L,"9k Yellow Gold Signet Ring, 7.6mm x 12mm. Available in various sizes - DR715-1 | DR715Y",9KDR715-1SIZEL,Each,,,,,,Order Quantity,Order Quantity,INAHCO9K,Inah Co Ltd - 9k CZ Huggies,JR8334 YG,69.4050,,,262.1100,220.1700,733.9100,,262.1100,249.0100,235.9000,,,,,262.1100,,1.450,,555.000,,,110.7700,,,False,False,No,Rings (No Stones),,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDR715-1SIZEN,9k YG Diamond Shape Signet Ring 7.6mm x 12mm. Size N,"9k Yellow Gold Signet Ring, 7.6mm x 12mm. Available in various sizes - DR715-1 | DR715Y",9KDR715-1SIZEN,Each,,,,,,Order Quantity,Order Quantity,INAHCO9K,Inah Co Ltd - 9k CZ Huggies,JR8334 YG,70.5680,,,213.7800,179.5700,598.5800,,213.7800,203.0900,192.4000,,,,,213.7800,,1.480,,555.000,,,112.6270,,,False,False,No,Rings (No Stones),,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDR715-1SIZER,9k YG Diamond Shape Signet Ring 7.6mm x 12mm. Size R,"9k Yellow Gold Signet Ring, 7.6mm x 12mm. Available in various sizes - DR715-1 | DR715Y",9KDR715-1SIZER,Each,,,,,,Order Quantity,Order Quantity,INAHCO9K,Inah Co Ltd - 9k CZ Huggies,JR8334 YG,75.5290,,,294.8800,247.7000,825.6700,,294.8800,280.1400,265.3900,,,,,294.8800,,1.610,,555.000,,,120.5440,,,False,False,No,Rings (No Stones),,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDR715YSIZEK,9k YG CZ Signet Ring. 11x7mm. Size K,9k Yellow Gold CZ Signet Ring. Available in various sizes - DR715 | DR715Y,9KDR715YSIZEK,Each,,,,,,Order Quantity,Order Quantity,INAHCO9K,Inah Co Ltd - 9k CZ Huggies,JR7536-CZ YG,54.5200,,,248.1900,208.4800,694.9300,,248.1900,235.7800,223.3700,,,,,248.1900,,,1.300,555.000,,,97.3433,,,False,False,No,Cubic Zirconia Rings,,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDR715YSIZEM,9k YG CZ Signet Ring. 11x7mm.Size M,9k Yellow Gold CZ Signet Ring. Available in various sizes - DR715 | DR715Y,9KDR715YSIZEM,Each,,,,,,Order Quantity,Order Quantity,INAHCO9K,Inah Co Ltd - 9k CZ Huggies,JR7536-CZ_YG,97.2200,,,253.3300,212.8000,709.3300,,253.3300,240.6700,228.0000,,,,,253.3300,,1.350,,1.000,20.000,,146.8440,9.480,,False,False,No,Cubic Zirconia Rings,,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDR716YSIZEK,"9k YG ""Tie-the-Knot"" Wedder. Size K","<p>9k YG ""Tie-the-Knot"" Wedder. Size K DR716 | DR716Y</p>",9KDR716YSIZEK,Each,,,,,,Order Quantity,Order Quantity,INAHCO9K,Inah Co Ltd - 9k CZ Huggies,JR7544_K_YG,31.6300,,,197.9400,166.2700,554.2200,,197.9400,188.0400,178.1400,,,,,197.9400,,0.770,,555.000,10.000,,69.6580,10.580,,False,False,No,Rings (No Stones),,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDR716YSIZEM,"9k YG ""Tie-the-Knot"" Wedder. Size M","<p>9k YG ""Tie-the-Knot"" Wedder. Size M DR716 | DR716Y</p>",9KDR716YSIZEM,Each,,,,,,Order Quantity,Order Quantity,INAHCO9K,Inah Co Ltd - 9k CZ Huggies,JR7544_M_YG,32.6400,,,201.2500,169.0500,563.5100,,201.2500,191.1900,181.1300,,,,,201.2500,,0.830,,555.000,10.000,,73.4560,10.580,,False,False,No,Rings (No Stones),,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDR716YSIZEP,"9k YG ""Tie-the-Knot"" Wedder. Size P","<p>9k YG ""Tie-the-Knot"" Wedder. Size P DR716 | DR716Y</p>",9KDR716YSIZEP,Each,,,,,,Order Quantity,Order Quantity,INAHCO9K,Inah Co Ltd - 9k CZ Huggies,JR7544_P_YG,34.3000,,,210.9000,177.1600,590.5300,,210.9000,200.3600,189.8100,,,,,210.9000,,0.800,,555.000,10.000,,71.3840,10.580,,False,False,No,Rings (No Stones),,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDR716YSIZER,"9k YG ""Tie-the-Knot"" Wedder. Size R",,9KDR716YSIZER,Each,,,,,,Order Quantity,Order Quantity,INAHCO9K,Inah Co Ltd - 9k CZ Huggies,JR7544YG,34.5700,,,212.6000,178.5900,595.2900,,212.6000,201.9700,191.3400,,,,,212.6000,,,,555.000,,,62.6225,,,False,False,No,Rings (No Stones),,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDR717SIZEM,9k YG Round Signet Ring 9.7mm. Size M,9k Yellow Gold Round Signet Ring 9.7mm - DR717,9KDR717SIZEM,Each,,,,,,Order Quantity,Order Quantity,INAHCO9K,Inah Co Ltd - 9k CZ Huggies,JR4624YG,111.6580,,,284.5600,239.0300,796.7600,,284.5600,270.3300,256.1000,,,,,284.5600,,1.970,,555.000,20.000,,170.9060,5.360,,False,False,No,Rings (No Stones),,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDR718SIZEM,9k YG Round Signet Ring 7.2mm. Size M,9k Yellow Gold Round Signet Ring 7.2mm - DR718,9KDR718SIZEM,Each,,,,,,Order Quantity,Order Quantity,INAHCO9K,Inah Co Ltd - 9k CZ Huggies,JR4113_YG,67.6230,,,157.4400,132.2500,440.8400,,157.4400,149.5700,141.7000,,,,,157.4400,,1.090,,555.000,20.000,,102.6440,8.390,,False,False,No,Rings (No Stones),,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDR719SIZEM,9k YG Heart Signet Ring 7.8mm x 5.1mm. Size M,9k Yellow Gold Heart Signet Ring 7.8mm x 5.1mm - DR719,9KDR719SIZEM,Each,,,,,,Order Quantity,Order Quantity,INAHCO9K,Inah Co Ltd - 9k CZ Huggies,JR5932_YG,61.8780,,,137.2200,115.2700,384.2200,,137.2200,130.3600,123.5000,,,,,137.2200,,0.950,,555.000,20.000,,93.9240,11.340,,False,False,No,Rings (No Stones),,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDR720SIZEM,9k YG CZ 4 Leaf Clover White Epoxy Ring 10.5mm. Size M,9k Yellow Gold CZ 4 Leaf Clover White Epoxy Ring 10.5mm - DR720,9KDR720SIZEM,Each,,,,,,Order Quantity,Order Quantity,INAHCO9K,Inah Co Ltd - 9k CZ Huggies,JR9039-CZ-EP-WH_YG,78.6540,,,221.1500,185.7700,619.2200,,221.1500,210.0900,199.0400,,,,,221.1500,,1.200,,1.000,20.000,,119.3880,11.500,,False,False,No,Rings (No Stones),,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDR721SIZEM,9k YG Row of Hearts Ring. Size M,9k Yellow Gold Row of Hearts Ring - DR721,9KDR721SIZEM,Each,,,,,,Order Quantity,Order Quantity,INAHCO9K,Inah Co Ltd - 9k CZ Huggies,JR9406_YG,70.1540,,,262.9900,220.9100,736.3800,,262.9900,249.8400,236.6900,,,,,262.9900,,1.420,,555.000,20.000,,111.3770,8.930,,False,False,No,Rings (No Stones),,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDR722SIZES,9k YG Circle Cross Ring 8.7mm. Size S,9k Yellow Gold Circle Cross Ring 8.7mm - DR722,9KDR722SIZES,Each,,,,,,Order Quantity,Order Quantity,INAHCO9K,Inah Co Ltd - 9k CZ Huggies,JR10229 YG,89.5260,,,294.8900,247.7100,825.7000,,294.8900,280.1500,265.4000,,,,,294.8900,,1.570,,555.000,,,139.9034,,,False,False,No,Rings (No Stones),,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDR723SIZEG1/2,9k YG Oval Signet Ring 12x8mm. Size G 1/2,9k Yellow Gold Oval Signet Ring 12x8mm. Available in various sizes - DR723,9KDR723SIZEG1/2,Each,,,,,,Order Quantity,Order Quantity,INAHCO9K,Inah Co Ltd - 9k CZ Huggies,JR10395 G1/2 YG,59.5580,,,244.0900,205.0400,683.4600,,244.0900,231.8900,219.6800,,,,,244.0900,,1.140,,555.000,10.000,,95.2860,13.390,,False,False,No,Rings (No Stones),,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDR723SIZEL,9k YG Oval Signet Ring 12x8mm. Size L,9k Yellow Gold Oval Signet Ring 12x8mm. Available in various sizes - DR723,9KDR723SIZEL,Each,,,,,,Order Quantity,Order Quantity,INAHCO9K,Inah Co Ltd - 9k CZ Huggies,JR10395_YG,83.1800,,,186.3300,156.5200,521.7300,,186.3300,177.0200,167.7000,,,,,186.3300,,1.290,,555.000,20.000,,126.2580,10.340,,False,False,No,Rings (No Stones),,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDR723SIZEN,9k YG Oval Signet Ring 12x8mm. Size N,9k Yellow Gold Oval Signet Ring 12x8mm. Available in various sizes - DR723,9KDR723SIZEN,Each,,,,,,Order Quantity,Order Quantity,INAHCO9K,Inah Co Ltd - 9k CZ Huggies,JR10395_YG,87.8180,,,243.7100,204.7100,682.3700,,243.7100,231.5200,219.3300,,,,,243.7100,,1.380,,555.000,20.000,,133.2980,9.700,,False,False,No,Rings (No Stones),,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDR724-1SIZEM,9k YG Ribbed Fluted Ring Set with CZ. Size M,9k YG Ribbed Fluted Ring Set with CZ. Size M. Available in various colours - DR724 | DR724-1,9KDR724-1SIZEM,Each,,,,,,Order Quantity,Order Quantity,INAHCO9K,Inah Co Ltd - 9k CZ Huggies,JR10744-CZ_YG,37.7700,,,430.8700,361.9300,1206.4300,,430.8700,409.3200,387.7800,,,,,430.8700,,2.710,,1.000,20.000,,255.3150,8.560,,False,False,No,Cubic Zirconia Rings,,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDR724-2SIZEM,9k YG Ribbed Fluted Ring Set with Purple CZ. Size M,9k YG Ribbed Fluted Ring Set with Purple CZ. Size M. Available in various colours - DR724 | DR724-2,9KDR724-2SIZEM,Each,,,,,,Order Quantity,Order Quantity,INAHCO9K,Inah Co Ltd - 9k CZ Huggies,JR10744-CZ_YG,37.7700,,,435.8500,366.1200,1220.3900,,435.8500,414.0600,392.2700,,,,,435.8500,,2.740,,1.000,20.000,,258.3190,8.470,,False,False,No,Cubic Zirconia Rings,,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDR724-3SIZEM,9k YG Ribbed Fluted Ring Set with Black CZ. Size M,9k YG Ribbed Fluted Ring Set with Black CZ. Size M. Available in various colours - DR724 | DR724-3,9KDR724-3SIZEM,Each,,,,,,Order Quantity,Order Quantity,INAHCO9K,Inah Co Ltd - 9k CZ Huggies,JR10744-CZ_YG,37.7700,,,425.8400,357.7100,1192.3600,,425.8400,404.5500,383.2600,,,,,425.8400,,2.670,,1.000,20.000,,252.2870,8.700,,False,False,No,Cubic Zirconia Rings,,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDS009AQ,9k 2T Diamond & Aquamarine Stud Earrings 32D=0.16ct. 2 Aquamarines (5x3mm)=Approx 0.55ct Claw Set. Meas. 7x5.5mm,,9KDS009AQ,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,EA5001222T,0.0000,,,548.7500,460.9500,1536.5000,,548.7500,521.3100,493.8800,,,,,548.7500,,,,1.000,,,199.9600,,,False,False,No,Coloured Stone Studs,,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDS009EM,9k 2T Diamond & Natural Emerald Stud Earrings 32D=0.16ct & 2Em (5x3mm)=0.95ct Claw Set. Meas. 7x5.5mm,<p>9k Two Tone Natural Emerald &amp; Diamond Stud Earrings 32D=0.16ct &amp; 2Em (5x3mm)=0.95ct - DS009 | DS009EM</p>,9KDS009EM,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,EA5001222T,,,,658.4900,553.1300,1843.7600,,658.4900,625.5600,592.6400,,,,,658.4900,,,,1.000,,,242.2000,,,False,False,No,Coloured Stone Studs,,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDS009RU,9k 2T Diamond & Natural Ruby Stud Earrings 32D=0.16ct & 2R (5x3mm)=Approx 0.60ct Claw Set. Meas. 7x5.5mm,<p>9k Two Tone Ruby &amp; Diamond Stud Earrings 32D=0.16ct &amp; 2R=Approx 0.60ct - DS009 | DS009RU</p>,9KDS009RU,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,EA5001222T,,,,695.0700,583.8600,1946.1900,,695.0700,660.3200,625.5600,,,,,695.0700,,,,1.000,,,253.0500,,,False,False,No,Coloured Stone Studs,,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDS009SA,9k 2T Diamond & Natural Sapphire Stud Earrings 32D=0.16ct & 2Sapp (5x3mm)=Approx 0.65ct Claw Set. Meas. 7x5.5mm,<p>9k Two Tone Sapphire &amp; Diamond Stud Earrings 32D=0.16ct &amp; 2Sapp=Approx 0.65ct - DS009 | DS009SA</p>,9KDS009SA,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,EA5001222T,,,,695.0700,583.8600,1946.1900,,695.0700,660.3200,625.5600,,,,,695.0700,,,,1.000,,,248.8000,,,False,False,No,Coloured Stone Studs,,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDS009TANZ,9k 2T Diamond &Tanzanite Stud Earrings 32D=0.16ct & 2Tanz (5x3mm)=Approx 0.55ct Claw Set. Meas. 7x5.5mm,<p>9k Two Tone Tanzanite &amp; Diamond Stud Earrings 32D=0.16ct &amp; Tanz=Approx 0.55ct - DS009 | DS009TANZ</p>,9KDS009TANZ,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,EA5001222T,0.0000,,,601.8000,505.5100,1685.0300,,601.8000,571.7100,541.6200,,,,,601.8000,,,,1.000,,,250.9800,,,False,False,No,Coloured Stone Studs,,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDS101,9k YG Diamond Triangular Drop 2-in-1 Stud Earrings 76D=0.14ct,<p>9k Yellow Gold Diamond Triangular Drop 2-in-1 Stud Earrings 76D=0.14ct - DS101 | DS101</p>,9KDS101,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,DJE1931Yellow_Gold,,,,364.7800,306.4200,1021.3900,,364.7800,346.5400,328.3000,,,,,364.7800,,,,1.000,,,107.7100,,,False,False,No,Diamond Studs,,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDS102,9k YG Diamond Heart Drop 2-in-1 Stud Earrings 76D=0.14ct,<p>9k Yellow Gold Diamond Heart Drop 2-in-1 Stud Earrings 76D=0.14ct - DS102 | DS102</p>,9KDS102,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,DJE1819Yellow_Gold,,,,364.7800,306.4200,1021.3900,,364.7800,346.5400,328.3000,,,,,364.7800,,,,1.000,,,109.8900,,,False,False,No,Diamond Studs,,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDS103,Disc 9k YG Dia Hexagon Stud Earrings 38D = 0.10ct.,,9KDS103,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,DJE1816Yellow_Gold,,,,251.1500,210.9700,703.2200,,251.1500,238.5900,226.0300,,,,,251.1500,,,,1.000,,,0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDS104,9k YG Micro-Set Dia Stud Earrings with Screw-Back 9mm Square 98D = 0.33ct.,,9KDS104,Each,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,,,,503.9600,423.3200,1411.0800,,503.9600,478.7600,453.5600,,,,,503.9600,,,,1.000,,"DISCONTINUED ""DO NOT ORDER""",0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,Yes,No,No,Each,No
9KDS105,9k YG Micro-Set Dia Stud Earrings with Screw-Back 162D = 0.50ct.,,9KDS105,Each,,,,,,Order Quantity,Order Quantity,UNKNOWN,Unknown,,,,,782.1300,656.9900,2189.9800,,782.1300,743.0300,703.9200,,,,,782.1300,,,,1.000,,"DISCONTINUED ""DO NOT ORDER""",0.0000,,,False,False,No,Diamond Studs,,,,,,,,,,No,No,Yes,No,No,Each,No
9KDS108,9k 2T Emerald and Diamond Stud Earrings 2Em (6x4mm)=Approx 1.10ct & 28D=0.25ct,<p>9k Two Tone Emerald &amp; Diamond Stud Earrings 2Em=Approx 1.10ct &amp; 28D=0.25ct - DS108 | DS108</p>,9KDS108,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,EA5005932T,0.0000,,,1083.0200,909.7400,3032.4600,,1083.0200,1028.8700,974.7200,,,,,1083.0200,,,,1.000,,,403.3700,,,False,False,No,Coloured Stone Studs,,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDS108-1RU,9k 2T Ruby & Diamond Stud Earrings 2Ru=Approx 1.55ct & 28D=0.37ct,<p>9k Two Tone Ruby &amp; Diamond Stud Earrings 2Em=Approx 1.10ct &amp; 28D=0.25ct - DS108-1 | DS108-1Ru</p>,9KDS108-1RU,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,EA500891YG,,,,1379.5400,1158.8200,3862.7200,,1379.5400,1310.5700,1241.5900,,,,,1379.5400,,,,1.000,,,521.6200,,,False,False,No,Coloured Stone Studs,,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDS109,9k YG Diamond Circle Outline Stud Earrings 32D=0.16ct  7.5mm,<p>9k Yellow Gold Diamond Circle Outline Stud Earrings 32D=0.16ct 7.5mm - DS109 | DS109</p>,9KDS109,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,EA500123YG,0.0000,,,416.1400,349.5500,1165.1800,,416.1400,395.3300,374.5200,,,,,416.1400,,,,1.000,,,146.5400,,,False,False,No,Diamond Studs,,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDS114,9k 2T Diamond & Natural Clarity Enhanced Sapphire Cluster Stud Earrings 20D=0.50ct & 2Sapp (4x5mm)=Approx 0.90ct.  Meas. 10x8.5mm,<p>9k Two Tone Diamond &amp; Natural Clarity Enhanced Sapphire Cluster Stud Earrings 20D=0.50ct &amp; 2Sapp (4x5mm)=Approx 0.90ct. Available in various stones and alloys. - DS114 | DS114</p>,9KDS114,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,EA5005942T,,,,1133.3800,952.0400,3173.4700,,1133.3800,1076.7100,1020.0400,,,,,1133.3800,,,,1.000,,,419.9200,,,False,False,No,Coloured Stone Studs,,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDS115,9k 2T Diamond & Natural Clarity Enhanced Ruby Cluster Stud Earrings 20D=0.50ct & 2R (4x5mm)=0.85ct. Meas. 10x8.5mm,<p>9k Two Tone Diamond &amp; Natural Clarity Enhanced Ruby Cluster Stud Earrings 20D=0.50ct &amp; 2R (4x5mm)=0.85ct. - DS114 | DS115</p>,9KDS115,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,EA5005942T,,,,1095.8300,920.5000,3068.3300,,1095.8300,1041.0400,986.2500,,,,,1095.8300,,,,1.000,,,438.6500,,,False,False,No,Coloured Stone Studs,,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDS125,9k WG Diamond Micro Set Stud Earrings 18D=0.08ct 4mm,<p>9k White Gold Diamond Micro Set Stud Earrings 18D=0.08ct 4mm - DS115 | DS115</p>,9KDS125,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,DJE103White_Gold,0.0000,,,234.1500,196.6900,655.6200,,234.1500,222.4400,210.7400,,,,,234.1500,,,,1.000,,,80.9500,,,False,False,No,Diamond Studs,,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDS126,9k WG Diamond Micro Set Stud Earrings 32D=0.13ct 5mm,<p>9k White Gold Diamond Micro Set Stud Earrings 32D=0.13ct 5mm - DS128 | DS126</p>,9KDS126,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,EA500884WG,,,,368.9400,309.9100,1033.0300,,368.9400,350.4900,332.0400,,,,,368.9400,,,,1.000,,,144.0200,,,False,False,No,Misc,,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDS127,9k YG Diamond Micro Set Stud Earrings 18D=0.08ct 4mm,<p>9k Yellow Gold Diamond Micro Set Stud Earrings 18D=0.08ct 4mm - DS115 | DS117</p>,9KDS127,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,DJE103Yellow_Gold,,,,228.6300,192.0500,640.1600,,228.6300,217.2000,205.7600,,,,,228.6300,,,,1.000,,,73.3500,,,False,False,No,Diamond Studs,,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDS128,9k YG Diamond Micro Set Stud Earrings 32D=0.13ct 5mm,<p>9k Yellow Gold Diamond Micro Set Stud Earrings 32D=0.13ct 5mm - DS128 | DS128</p>,9KDS128,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,EA500884YG,0.0000,,,359.8100,302.2400,1007.4800,,359.8100,341.8200,323.8300,,,,,359.8100,,,,1.000,,"DISCONTINUED ""DO NOT ORDER""",123.4900,,,False,False,No,Diamond Studs,,,,,,,,,,No,No,Yes,No,No,Each,No
9KDS129,9k WG Diamond Bezel Stud Earrings 14D=0.13ct Screw Back Butterflies 4.5mm,<p>White Gold Diamond Stud Earrings with screw backs. Bezel Set 14D=0.13ct 4.5mm Wide. Available in various alloys. - DS129 | DS129</p>,9KDS129,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,DJE1225White_Gold,,,,382.6900,321.4600,1071.5400,,382.6900,363.5600,344.4200,,,,,382.6900,,,,1.000,,,116.3600,,,False,False,No,Diamond Studs,,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDS130,9k WG Diamond Bezel Stud Earrings 48D=0.38ct & 10PR=0.40ct Screw Back Butterflies 7.8mm,<p>9k White Gold Diamond Bezel Stud Earrings 48D=0.38ct &amp; 10PR=0.40ct Screw Back Butterflies 7.8mm - DS130 | DS130</p>,9KDS130,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,EA500944WG,,,,1466.6300,1231.9700,4106.5600,,1466.6300,1393.3000,1319.9700,,,,,1466.6300,,,,1.000,,,514.5900,,,False,False,No,Misc,,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDS131,disc 9k YG Micro Set Stud Earrings with Rhodium plated settings..Brilliant Cut Diamonds  50D=0.50ct..Color:  H..Clarity: SI - I1,,9KDS131,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,DJE2707Yellow_Gold,,,,1275.9900,1071.8300,3572.7800,,1275.9900,1212.1900,1148.3900,,,,,1275.9900,,,,1.000,,,0.0000,,,False,False,No,Misc,,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDS132,9k YG Diamond Halo Studs set with 2D=0.32ct & 24D=0.16ct,<p>9k Yellow Gold Diamond Halo Studs set with 2D=0.30ct & 24D=0.16ct. Available in various colours - DS132 | DS132<p>,9KDS132,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,EA501704YG,256.5000,,,787.4500,661.4600,2204.8500,,787.4500,748.0800,708.7000,,,,,787.4500,,0.750,,1.000,10.000,,408.8180,12.000,,False,False,No,Diamond Studs,,,,,,,,,,No,No,No,Yes,Yes,Each,No
9KDS136,9k 2T Diamond & Natural Clarity Enhanced Emerald Cluster Stud Earrings 20D=0.50ct & 2Em (4x5mm)=0.80ct,<p>9k Two Tone Diamond &amp; Natural Clarity Enhanced Emerald Cluster Stud Earrings 20D=0.50ct &amp; 2Em (4x5mm)=Approx. 0.80ct - DS114 | DS136</p>,9KDS136,Each,,,,,,Order Quantity,Order Quantity,DIVYA,Divya,EA5005942T,0.0000,,,1001.4000,841.1700,2803.9100,,1001.4000,951.3300,901.2600,,,,,1001.4000,,,,1.000,,,444.9600,,,False,False,No,Coloured Stone Studs,,,,,,,,,,No,No,No,Yes,Yes,Each,No
